feature,is_b1,mean_abs_shap,mean_shap,mean_value,std_value
w365_gmv_per_buyday,False,0.0007688653308488295,-0.00020902218498515518,47.4708904486103,83.51614582733058
search_sum_60d,False,0.0007632815534726843,-8.139271445386418e-05,17.83712,13.230519103194407
post_order_cart_per_day,False,0.0007597692968918997,-4.2507380277400964e-05,0.4057997980263922,0.9875602861992892
search_to_cart_sum_14d,False,0.0007586552425293289,-3.6774801009311706e-05,5.478,11.391454010326502
b1_route_search_only_days_90d,True,0.000754849081482317,8.364149794708026e-05,22.356830000000002,16.469677793217905
b1_month_mid_order_days_all,True,0.0007402512248438487,-0.0004433209422204599,7.15512,9.733004549681784
b1_last_order_day_searches,True,0.0007394715302090352,-2.8356718158534998e-06,4.10281,5.951308361335074
b1_post_order_search_no_cart_days,True,0.0007310247723393704,-5.0092254608191824e-05,4.34219,8.292246728620826
b1_cart_days_90d,True,0.0007251233803689558,0.00017497417532515586,12.21633,12.661547955663906
has_cat_to_cart_sum_60d,False,0.0007204033294353796,2.484204284652483e-06,0.86117,2.1028495378708083
b1_route_cat_only_days_90d,True,0.0007104606151560177,-7.430160212369027e-05,1.25248,2.647462012651644
to_cart_sum_60d,False,0.0007021552127711988,-0.00020090270883172266,24.98103,43.98572869348643
search_to_cart_sum_30d,False,0.0006814784789617198,-0.00030782503977572803,11.87093,22.045440298628005
gmv_cat_sum_60d,False,0.0006804583550163209,-0.0002142150148676624,13.76445051040329,96.04961035978349
to_cart_sum_120d,False,0.0006770607868109885,0.0002752479110906692,45.52996,77.29211250707317
b1_month_end_order_days_all,True,0.0006621312169076052,-0.00032134214687913577,5.4293700000000005,7.5074819040745595
b1_payday_25_order_days_all,True,0.0006242661440706037,0.0003189968372824597,2.63215,3.8023026682839856
to_ord_sum_14d,False,0.0006081146537063751,-0.00022514484969876332,1.35413,3.3331569468853126
cat_to_ord_sum_all,False,0.0006050620601951348,-0.0001983332091057946,1.64826,8.000891940148197
cat_to_cart_max_all,False,0.000591543994453145,2.364968626011095e-06,2.01806,3.8328044733887836
has_search_to_cart_sum_120d,False,0.0005844607737479689,0.00024680160600722514,14.944500000000001,15.837391998528215
gmv_per_active_day_7d,False,0.0005759922366897815,-0.00011296565701684222,6.088623097410588,33.57318706361139
